wall_ms,symbol,big_ex,small_ex,big_bid,big_ask,big_mid,small_bid,small_ask,small_mid,spread_pct,baseline_pct,anomaly_pct
1777604261206,DOGEUSDT,binance,gate,0.108460,0.108470,0.108465,0.108430,0.108440,0.108435,0.0277,0.0000,0.0277
1777604261220,DOGEUSDT,okx,gate,0.108450,0.108460,0.108455,0.108430,0.108440,0.108435,0.0184,0.0000,0.0184
1777604261205,SOLUSDT,binance,gate,83.520000,83.530000,83.525000,83.520000,83.530000,83.525000,0.0000,0.0000,0.0000
1777604261136,SOLUSDT,okx,gate,83.520000,83.530000,83.525000,83.520000,83.530000,83.525000,0.0000,0.0000,0.0000
1777604261208,BTCUSDT,binance,gate,76500.100000,76500.200000,76500.150000,76493.100000,76493.200000,76493.150000,0.0092,0.0000,0.0092
1777604261029,BTCUSDT,okx,gate,76500.000000,76500.100000,76500.050000,76493.100000,76493.200000,76493.150000,0.0090,0.0000,0.0090
1777604260851,API3USDT,binance,gate,0.386700,0.386800,0.386750,0.386400,0.386600,0.386500,0.0647,0.0000,0.0647
1777604261136,API3USDT,okx,gate,0.388100,0.388200,0.388150,0.386400,0.386600,0.386500,0.4269,0.0000,0.4269
1777604261208,SUIUSDT,binance,gate,0.910700,0.910800,0.910750,0.910600,0.910700,0.910650,0.0110,0.0000,0.0110
1777604261225,SUIUSDT,okx,gate,0.910700,0.910800,0.910750,0.910600,0.910700,0.910650,0.0110,0.0000,0.0110
1777604261208,OPGUSDT,binance,gate,0.241100,0.241300,0.241200,0.241600,0.241700,0.241650,-0.1862,0.0000,-0.1862
1777604261225,OPGUSDT,okx,gate,0.241800,0.241900,0.241850,0.241600,0.241700,0.241650,0.0828,0.0000,0.0828
1777604261208,BSBUSDT,binance,gate,0.570000,0.570010,0.570005,0.569210,0.569940,0.569575,0.0755,0.0000,0.0755
1777604261136,BSBUSDT,okx,gate,0.569900,0.570100,0.570000,0.569210,0.569940,0.569575,0.0746,0.0000,0.0746
1777604260590,FARTCOINUSDT,okx,gate,0.199000,0.199100,0.199050,0.199110,0.199120,0.199115,-0.0326,0.0000,-0.0326
1777604261208,ZBTUSDT,binance,gate,0.187210,0.187220,0.187215,0.187130,0.187460,0.187295,-0.0427,0.0000,-0.0427
1777604261136,ZBTUSDT,okx,gate,0.187220,0.187230,0.187225,0.187130,0.187460,0.187295,-0.0374,0.0000,-0.0374
1777604261205,UBUSDT,binance,gate,0.073530,0.073570,0.073550,0.073430,0.073530,0.073480,0.0953,0.0000,0.0953
1777604261225,UBUSDT,okx,gate,0.073540,0.073570,0.073555,0.073430,0.073530,0.073480,0.1021,0.0000,0.1021
1777604261058,MEGAUSDT,binance,gate,0.161320,0.161340,0.161330,0.161230,0.161400,0.161315,0.0093,0.0000,0.0093
1777604261136,MEGAUSDT,okx,gate,0.160900,0.161100,0.161000,0.161230,0.161400,0.161315,-0.1953,0.0000,-0.1953
1777604261205,ETHUSDT,binance,gate,2263.950000,2263.960000,2263.955000,2263.950000,2263.960000,2263.955000,0.0000,0.0000,0.0000
1777604261219,ETHUSDT,okx,gate,2264.110000,2264.120000,2264.115000,2263.950000,2263.960000,2263.955000,0.0071,0.0000,0.0071
1777604261208,HYPEUSDT,binance,gate,40.301000,40.302000,40.301500,40.290000,40.294000,40.292000,0.0236,0.0000,0.0236
1777604261225,HYPEUSDT,okx,gate,40.290000,40.300000,40.295000,40.290000,40.294000,40.292000,0.0074,0.0000,0.0074
1777604261073,BIOUSDT,binance,gate,0.040180,0.040190,0.040185,0.040170,0.040190,0.040180,0.0124,0.0000,0.0124
1777604261136,BIOUSDT,okx,gate,0.040180,0.040190,0.040185,0.040170,0.040190,0.040180,0.0124,0.0000,0.0124
1777604261205,SOONUSDT,binance,gate,0.170000,0.170100,0.170050,0.170100,0.170300,0.170200,-0.0881,0.0000,-0.0881
1777604261136,SOONUSDT,okx,gate,0.170100,0.170200,0.170150,0.170100,0.170300,0.170200,-0.0294,0.0000,-0.0294
1777604260590,SNDKUSDT,okx,gate,1046.400000,1046.600000,1046.500000,1044.540000,1045.150000,1044.845000,0.1584,0.0000,0.1584
1777604261012,BNBUSDT,binance,gate,617.240000,617.250000,617.245000,616.550000,616.600000,616.575000,0.1087,0.0000,0.1087
1777604261427,BNBUSDT,okx,gate,616.500000,616.600000,616.550000,616.550000,616.600000,616.575000,-0.0041,0.0000,-0.0041
1777604261242,ASTERUSDT,binance,gate,0.653700,0.653800,0.653750,0.653600,0.653700,0.653650,0.0153,0.0000,0.0153
1777604261427,ASTERUSDT,okx,gate,0.653400,0.653500,0.653450,0.653600,0.653700,0.653650,-0.0306,0.0000,-0.0306
1777604261319,ENAUSDT,binance,gate,0.103630,0.103640,0.103635,0.103590,0.103600,0.103595,0.0386,0.0000,0.0386
1777604261534,ENAUSDT,okx,gate,0.103640,0.103650,0.103645,0.103590,0.103600,0.103595,0.0483,0.0000,0.0483
1777604260991,ARBUSDT,binance,gate,0.124100,0.124200,0.124150,0.124110,0.124130,0.124120,0.0242,0.0000,0.0242
1777604261434,ARBUSDT,okx,gate,0.124150,0.124160,0.124155,0.124110,0.124130,0.124120,0.0282,0.0000,0.0282
1777604261722,FARTCOINUSDT,binance,gate,0.199000,0.199100,0.199050,0.199110,0.199120,0.199115,-0.0326,0.0000,-0.0326
1777604261942,XRPUSDT,binance,gate,1.368600,1.368700,1.368650,1.368700,1.368800,1.368750,-0.0073,0.0000,-0.0073
1777604261920,XRPUSDT,okx,gate,1.368000,1.369000,1.368500,1.368700,1.368800,1.368750,-0.0183,0.0000,-0.0183
1777604261943,PENGUUSDT,binance,gate,0.009971,0.009972,0.009972,0.009971,0.009975,0.009973,-0.0150,0.0000,-0.0150
1777604261920,PENGUUSDT,okx,gate,0.009973,0.009974,0.009973,0.009971,0.009975,0.009973,0.0050,0.0000,0.0050
1777604261805,ENSOUSDT,binance,gate,1.084200,1.084300,1.084250,1.088100,1.089100,1.088600,-0.3996,0.0000,-0.3996
1777604261920,ENSOUSDT,okx,gate,1.085900,1.086100,1.086000,1.088100,1.089100,1.088600,-0.2388,0.0000,-0.2388
1777604261818,TRUMPUSDT,binance,gate,2.383000,2.384000,2.383500,2.382000,2.383000,2.382500,0.0420,0.0000,0.0420
1777604261622,TRUMPUSDT,okx,gate,2.383000,2.384000,2.383500,2.382000,2.383000,2.382500,0.0420,0.0000,0.0420
1777604261619,DOTUSDT,binance,gate,1.203000,1.204000,1.203500,1.203000,1.204000,1.203500,0.0000,0.0000,0.0000
1777604262131,DOTUSDT,okx,gate,1.202000,1.203000,1.202500,1.203000,1.204000,1.203500,-0.0831,0.0000,-0.0831
1777604262167,KATUSDT,binance,bitget,0.010310,0.010320,0.010315,0.010310,0.010320,0.010315,0.0000,0.0000,0.0000
1777604262222,KATUSDT,okx,bitget,0.010315,0.010316,0.010316,0.010310,0.010320,0.010315,0.0048,0.0000,0.0048
1777604262171,MEGAUSDT,binance,bitget,0.161370,0.161410,0.161390,0.161200,0.161360,0.161280,0.0682,0.0000,0.0682
1777604262131,MEGAUSDT,okx,bitget,0.161000,0.161100,0.161050,0.161200,0.161360,0.161280,-0.1426,0.0000,-0.1426
1777604261942,UBUSDT,binance,bitget,0.073550,0.073580,0.073565,0.073500,0.073590,0.073545,0.0272,0.0000,0.0272
1777604262027,UBUSDT,okx,bitget,0.073560,0.073570,0.073565,0.073500,0.073590,0.073545,0.0272,0.0000,0.0272
1777604262240,UBUSDT,binance,gate,0.073540,0.073580,0.073560,0.073400,0.073530,0.073465,0.1293,0.0000,0.1293
1777604262240,ETHUSDT,binance,gate,2263.950000,2263.960000,2263.955000,2263.950000,2263.960000,2263.955000,0.0000,0.0000,0.0000
1777604262240,OPGUSDT,binance,gate,0.241300,0.241400,0.241350,0.241600,0.241700,0.241650,-0.1241,0.0000,-0.1241
1777604262242,BTCUSDT,binance,gate,76500.100000,76500.200000,76500.150000,76493.100000,76493.200000,76493.150000,0.0092,0.0000,0.0092
1777604262242,SOLUSDT,binance,gate,83.520000,83.530000,83.525000,83.520000,83.530000,83.525000,0.0000,0.0000,0.0000
1777604262242,BSBUSDT,binance,gate,0.569990,0.570150,0.570070,0.569400,0.569990,0.569695,0.0658,0.0000,0.0658
1777604262242,HYPEUSDT,binance,gate,40.301000,40.302000,40.301500,40.296000,40.297000,40.296500,0.0124,0.0000,0.0124
1777604262240,ETHUSDT,binance,bitget,2263.950000,2263.960000,2263.955000,2264.050000,2264.060000,2264.055000,-0.0044,0.0000,-0.0044
1777604262114,ETHUSDT,okx,bitget,2264.110000,2264.120000,2264.115000,2264.050000,2264.060000,2264.055000,0.0027,0.0000,0.0027
1777604262237,LTCUSDT,binance,bitget,55.250000,55.260000,55.255000,55.240000,55.250000,55.245000,0.0181,0.0000,0.0181
1777604262236,LTCUSDT,okx,bitget,55.250000,55.260000,55.255000,55.240000,55.250000,55.245000,0.0181,0.0000,0.0181
1777604261204,WIFUSDT,binance,bitget,0.187600,0.187700,0.187650,0.187500,0.187700,0.187600,0.0267,0.0000,0.0267
1777604262024,WIFUSDT,okx,bitget,0.187600,0.187700,0.187650,0.187500,0.187700,0.187600,0.0267,0.0000,0.0267
1777604262232,ZBTUSDT,binance,bitget,0.187180,0.187190,0.187185,0.187110,0.187380,0.187245,-0.0320,0.0000,-0.0320
1777604262223,ZBTUSDT,okx,bitget,0.187290,0.187300,0.187295,0.187110,0.187380,0.187245,0.0267,0.0000,0.0267
1777604262171,SUIUSDT,binance,bitget,0.910600,0.910700,0.910650,0.910600,0.910700,0.910650,0.0000,0.0000,0.0000
1777604262236,SUIUSDT,okx,bitget,0.910700,0.910800,0.910750,0.910600,0.910700,0.910650,0.0110,0.0000,0.0110
1777604262243,BSBUSDT,binance,bitget,0.569990,0.570150,0.570070,0.570290,0.570850,0.570570,-0.0876,0.0000,-0.0876
1777604262222,BSBUSDT,okx,bitget,0.570100,0.570200,0.570150,0.570290,0.570850,0.570570,-0.0736,0.0000,-0.0736
1777604262231,SOONUSDT,binance,bitget,0.170000,0.170100,0.170050,0.170000,0.170100,0.170050,0.0000,0.0000,0.0000
1777604262131,SOONUSDT,okx,bitget,0.170100,0.170200,0.170150,0.170000,0.170100,0.170050,0.0588,0.0000,0.0588
1777604262243,OPGUSDT,binance,bitget,0.241300,0.241400,0.241350,0.241500,0.241700,0.241600,-0.1035,0.0000,-0.1035
1777604262223,OPGUSDT,okx,bitget,0.241800,0.241900,0.241850,0.241500,0.241700,0.241600,0.1035,0.0000,0.1035
1777604260590,SNDKUSDT,okx,bitget,1046.400000,1046.600000,1046.500000,1044.720000,1045.850000,1045.285000,0.1162,0.0000,0.1162
1777604262171,ENSOUSDT,binance,bitget,1.084200,1.084300,1.084250,1.084500,1.085000,1.084750,-0.0461,0.0000,-0.0461
1777604262223,ENSOUSDT,okx,bitget,1.085900,1.086100,1.086000,1.084500,1.085000,1.084750,0.1152,0.0000,0.1152
1777604262326,SOLUSDT,okx,gate,83.520000,83.530000,83.525000,83.520000,83.530000,83.525000,0.0000,0.0000,0.0000
1777604262327,BSBUSDT,okx,gate,0.570100,0.570200,0.570150,0.569400,0.569990,0.569695,0.0799,0.0000,0.0799
1777604262327,ZBTUSDT,okx,gate,0.187290,0.187300,0.187295,0.187170,0.187500,0.187335,-0.0214,0.0000,-0.0214
1777604262327,OPGUSDT,okx,gate,0.241900,0.242000,0.241950,0.241600,0.241700,0.241650,0.1241,0.0000,0.1241
1777604262327,API3USDT,okx,gate,0.388100,0.388200,0.388150,0.386400,0.386600,0.386500,0.4269,0.0000,0.4269
1777604262327,HYPEUSDT,okx,gate,40.290000,40.300000,40.295000,40.296000,40.297000,40.296500,-0.0037,0.0000,-0.0037
1777604262327,UBUSDT,okx,gate,0.073560,0.073570,0.073565,0.073400,0.073530,0.073465,0.1361,0.0000,0.1361
1777604262334,MEGAUSDT,okx,gate,0.161000,0.161100,0.161050,0.161270,0.161450,0.161360,-0.1921,0.0000,-0.1921
1777604262335,FARTCOINUSDT,okx,gate,0.199000,0.199100,0.199050,0.199050,0.199080,0.199065,-0.0075,0.0000,-0.0075
1777604262348,SOONUSDT,binance,gate,0.170000,0.170100,0.170050,0.170100,0.170300,0.170200,-0.0881,0.0000,-0.0881
1777604262348,ZBTUSDT,binance,gate,0.187180,0.187190,0.187185,0.187170,0.187500,0.187335,-0.0801,0.0000,-0.0801
1777604262351,DOGEUSDT,binance,gate,0.108450,0.108460,0.108455,0.108420,0.108430,0.108425,0.0277,0.0000,0.0277
1777604262351,SUIUSDT,binance,gate,0.910600,0.910700,0.910650,0.910500,0.910600,0.910550,0.0110,0.0000,0.0110
1777604262232,BIOUSDT,binance,bitget,0.040180,0.040190,0.040185,0.040150,0.040160,0.040155,0.0747,0.0000,0.0747
1777604262236,BIOUSDT,okx,bitget,0.040180,0.040190,0.040185,0.040150,0.040160,0.040155,0.0747,0.0000,0.0747
1777604262351,HYPEUSDT,binance,bitget,40.301000,40.302000,40.301500,40.287000,40.289000,40.288000,0.0335,0.0000,0.0335
1777604262327,HYPEUSDT,okx,bitget,40.290000,40.300000,40.295000,40.287000,40.289000,40.288000,0.0174,0.0000,0.0174
1777604261619,DOTUSDT,binance,bitget,1.203000,1.204000,1.203500,1.202000,1.203000,1.202500,0.0832,0.0000,0.0832
1777604262131,DOTUSDT,okx,bitget,1.202000,1.203000,1.202500,1.202000,1.203000,1.202500,0.0000,0.0000,0.0000
1777604262237,LINKUSDT,binance,bitget,9.107000,9.108000,9.107500,9.107000,9.108000,9.107500,0.0000,0.0000,0.0000
1777604262024,LINKUSDT,okx,bitget,9.108000,9.109000,9.108500,9.107000,9.108000,9.107500,0.0110,0.0000,0.0110
1777604262422,DOGEUSDT,okx,gate,0.108420,0.108430,0.108425,0.108420,0.108430,0.108425,0.0000,0.0000,0.0000
1777604262422,SUIUSDT,okx,gate,0.910700,0.910800,0.910750,0.910500,0.910600,0.910550,0.0220,0.0000,0.0220
1777604262236,BTCUSDT,okx,gate,76500.000000,76500.100000,76500.050000,76493.100000,76493.200000,76493.150000,0.0090,0.0000,0.0090
1777604262352,KATUSDT,binance,gate,0.010300,0.010310,0.010305,0.010320,0.010330,0.010325,-0.1937,0.0000,-0.1937
1777604262335,KATUSDT,okx,gate,0.010306,0.010307,0.010306,0.010320,0.010330,0.010325,-0.1792,0.0000,-0.1792
1777604261818,BNBUSDT,binance,bitget,617.240000,617.250000,617.245000,616.600000,616.610000,616.605000,0.1038,0.0000,0.1038
1777604262422,BNBUSDT,okx,bitget,616.500000,616.600000,616.550000,616.600000,616.610000,616.605000,-0.0089,0.0000,-0.0089
1777604262390,FARTCOINUSDT,binance,bitget,0.198900,0.199000,0.198950,0.199000,0.199100,0.199050,-0.0502,0.0000,-0.0502
1777604262335,FARTCOINUSDT,okx,bitget,0.199000,0.199100,0.199050,0.199000,0.199100,0.199050,0.0000,0.0000,0.0000
1777604262390,DOGEUSDT,binance,bitget,0.108430,0.108440,0.108435,0.108420,0.108430,0.108425,0.0092,0.0000,0.0092
1777604262422,DOGEUSDT,okx,bitget,0.108420,0.108430,0.108425,0.108420,0.108430,0.108425,0.0000,0.0000,0.0000
1777604262231,NEARUSDT,binance,bitget,1.299000,1.300000,1.299500,1.299300,1.299600,1.299450,0.0038,0.0000,0.0038
1777604262422,NEARUSDT,okx,bitget,1.298000,1.299000,1.298500,1.299300,1.299600,1.299450,-0.0731,0.0000,-0.0731
1777604262522,BNBUSDT,okx,gate,616.500000,616.600000,616.550000,616.550000,616.600000,616.575000,-0.0041,0.0000,-0.0041
1777604262620,BIOUSDT,binance,gate,0.040180,0.040190,0.040185,0.040160,0.040190,0.040175,0.0249,0.0000,0.0249
1777604262621,API3USDT,binance,gate,0.386700,0.386800,0.386750,0.386400,0.386600,0.386500,0.0647,0.0000,0.0647
1777604262624,ETHUSDT,okx,gate,2264.110000,2264.120000,2264.115000,2263.950000,2263.960000,2263.955000,0.0071,0.0000,0.0071
1777604262231,MEGAUSDT,binance,gate,0.161370,0.161390,0.161380,0.161240,0.161450,0.161345,0.0217,0.0000,0.0217
1777604261818,BNBUSDT,binance,gate,617.240000,617.250000,617.245000,616.550000,616.600000,616.575000,0.1087,0.0000,0.1087
1777604262725,ASTERUSDT,okx,gate,0.653400,0.653500,0.653450,0.653600,0.653700,0.653650,-0.0306,0.0000,-0.0306
1777604262726,BIOUSDT,okx,gate,0.040180,0.040190,0.040185,0.040160,0.040190,0.040175,0.0249,0.0000,0.0249
1777604262753,FARTCOINUSDT,binance,gate,0.198900,0.199000,0.198950,0.199050,0.199070,0.199060,-0.0553,0.0000,-0.0553
1777604262751,FILUSDT,binance,bitget,0.925000,0.926000,0.925500,0.925600,0.925700,0.925650,-0.0162,0.0000,-0.0162
1777604262726,FILUSDT,okx,bitget,0.925600,0.925700,0.925650,0.925600,0.925700,0.925650,0.0000,0.0000,0.0000
1777604260722,TONUSDT,binance,bitget,1.338800,1.338900,1.338850,1.338500,1.338600,1.338550,0.0224,0.0000,0.0224
1777604262624,TONUSDT,okx,bitget,1.338000,1.339000,1.338500,1.338500,1.338600,1.338550,-0.0037,0.0000,-0.0037
1777604262752,SOLUSDT,binance,bitget,83.520000,83.530000,83.525000,83.524000,83.525000,83.524500,0.0006,0.0000,0.0006
1777604262726,SOLUSDT,okx,bitget,83.520000,83.530000,83.525000,83.524000,83.525000,83.524500,0.0006,0.0000,0.0006
1777604262348,TAOUSDT,binance,bitget,250.320000,250.330000,250.325000,250.320000,250.340000,250.330000,-0.0020,0.0000,-0.0020
1777604262335,TAOUSDT,okx,bitget,250.100000,250.200000,250.150000,250.320000,250.340000,250.330000,-0.0719,0.0000,-0.0719
1777604262596,AAVEUSDT,okx,bitget,92.790000,92.800000,92.795000,92.770000,92.780000,92.775000,0.0216,0.0000,0.0216
1777604262621,ARBUSDT,binance,bitget,0.124100,0.124200,0.124150,0.124000,0.124100,0.124050,0.0806,0.0000,0.0806
1777604262596,ARBUSDT,okx,bitget,0.124150,0.124160,0.124155,0.124000,0.124100,0.124050,0.0846,0.0000,0.0846
1777604262622,CLUSDT,binance,bitget,105.630000,105.640000,105.635000,105.647000,105.658000,105.652500,-0.0166,0.0000,-0.0166
1777604262726,CLUSDT,okx,bitget,105.680000,105.690000,105.685000,105.647000,105.658000,105.652500,0.0308,0.0000,0.0308
1777604262840,ASTERUSDT,binance,gate,0.653700,0.653800,0.653750,0.653600,0.653700,0.653650,0.0153,0.0000,0.0153
1777604262842,ARBUSDT,binance,gate,0.124100,0.124200,0.124150,0.124110,0.124130,0.124120,0.0242,0.0000,0.0242
1777604262843,ARBUSDT,okx,gate,0.124150,0.124160,0.124155,0.124110,0.124130,0.124120,0.0282,0.0000,0.0282
1777604262840,WLFIUSDT,binance,gate,0.060400,0.060500,0.060450,0.060430,0.060450,0.060440,0.0165,0.0000,0.0165
1777604260605,WLFIUSDT,okx,gate,0.060430,0.060440,0.060435,0.060430,0.060450,0.060440,-0.0083,0.0000,-0.0083
1777604262620,PENDLEUSDT,binance,gate,1.391100,1.391300,1.391200,1.390000,1.391000,1.390500,0.0503,0.0000,0.0503
1777604262624,PENDLEUSDT,okx,gate,1.389000,1.390000,1.389500,1.390000,1.391000,1.390500,-0.0719,0.0000,-0.0719
1777604262842,ADAUSDT,binance,gate,0.247100,0.247200,0.247150,0.247000,0.247100,0.247050,0.0405,0.0000,0.0405
1777604262820,ADAUSDT,okx,gate,0.247000,0.247100,0.247050,0.247000,0.247100,0.247050,0.0000,0.0000,0.0000
1777604262950,AAVEUSDT,binance,bitget,92.780000,92.790000,92.785000,92.770000,92.780000,92.775000,0.0108,0.0000,0.0108
1777604262951,TRUMPUSDT,binance,bitget,2.383000,2.384000,2.383500,2.382000,2.383000,2.382500,0.0420,0.0000,0.0420
1777604262629,TRUMPUSDT,okx,bitget,2.383000,2.384000,2.383500,2.382000,2.383000,2.382500,0.0420,0.0000,0.0420
1777604261943,ENAUSDT,binance,bitget,0.103630,0.103640,0.103635,0.103500,0.103600,0.103550,0.0821,0.0000,0.0821
1777604262596,ENAUSDT,okx,bitget,0.103640,0.103650,0.103645,0.103500,0.103600,0.103550,0.0917,0.0000,0.0917
1777604262840,BZUSDT,binance,bitget,111.450000,111.460000,111.455000,111.440000,111.450000,111.445000,0.0090,0.0000,0.0090
1777604260531,BZUSDT,okx,bitget,111.520000,111.530000,111.525000,111.440000,111.450000,111.445000,0.0718,0.0000,0.0718
1777604262840,WLFIUSDT,binance,bitget,0.060400,0.060500,0.060450,0.060400,0.060500,0.060450,0.0000,0.0000,0.0000
1777604260605,WLFIUSDT,okx,bitget,0.060430,0.060440,0.060435,0.060400,0.060500,0.060450,-0.0248,0.0000,-0.0248
1777604263043,ENSOUSDT,binance,gate,1.084100,1.084200,1.084150,1.088100,1.089100,1.088600,-0.4088,0.0000,-0.4088
1777604263045,XRPUSDT,binance,gate,1.368600,1.368700,1.368650,1.368700,1.368800,1.368750,-0.0073,0.0000,-0.0073
1777604263050,ENSOUSDT,okx,gate,1.085700,1.085900,1.085800,1.088100,1.089100,1.088600,-0.2572,0.0000,-0.2572
1777604263050,XRPUSDT,okx,gate,1.368000,1.369000,1.368500,1.368700,1.368800,1.368750,-0.0183,0.0000,-0.0183
1777604263051,SNDKUSDT,okx,gate,1046.400000,1046.500000,1046.450000,1044.600000,1045.150000,1044.875000,0.1507,0.0000,0.1507
1777604263122,PENGUUSDT,binance,gate,0.009971,0.009972,0.009972,0.009971,0.009974,0.009973,-0.0100,0.0000,-0.0100
1777604263127,BTCUSDT,binance,bitget,76498.100000,76498.200000,76498.150000,76494.900000,76495.000000,76494.950000,0.0042,0.0000,0.0042
1777604263051,BTCUSDT,okx,bitget,76500.000000,76500.100000,76500.050000,76494.900000,76495.000000,76494.950000,0.0067,0.0000,0.0067
1777604263127,ADAUSDT,binance,bitget,0.247100,0.247200,0.247150,0.247000,0.247100,0.247050,0.0405,0.0000,0.0405
1777604263128,ADAUSDT,okx,bitget,0.247000,0.247100,0.247050,0.247000,0.247100,0.247050,0.0000,0.0000,0.0000
1777604263225,SOONUSDT,okx,gate,0.170100,0.170200,0.170150,0.170100,0.170300,0.170200,-0.0294,0.0000,-0.0294
1777604263225,ENAUSDT,okx,gate,0.103640,0.103650,0.103645,0.103590,0.103600,0.103595,0.0483,0.0000,0.0483
1777604263319,SUIUSDT,okx,bitget,0.910700,0.910800,0.910750,0.910600,0.910700,0.910650,0.0110,0.0000,0.0110
1777604263319,BSBUSDT,okx,bitget,0.570200,0.570300,0.570250,0.570160,0.570620,0.570390,-0.0245,0.0000,-0.0245
1777604263320,ETHUSDT,okx,bitget,2264.110000,2264.120000,2264.115000,2264.050000,2264.060000,2264.055000,0.0027,0.0000,0.0027
1777604263320,OPGUSDT,okx,bitget,0.242100,0.242200,0.242150,0.241600,0.241800,0.241700,0.1862,0.0000,0.1862
1777604263320,ENSOUSDT,okx,bitget,1.085700,1.085900,1.085800,1.084500,1.084800,1.084650,0.1060,0.0000,0.1060
1777604263324,BSBUSDT,binance,gate,0.570060,0.570180,0.570120,0.569330,0.570000,0.569665,0.0799,0.0000,0.0799
1777604263324,BSBUSDT,binance,bitget,0.570060,0.570180,0.570120,0.570160,0.570620,0.570390,-0.0473,0.0000,-0.0473
1777604263324,UBUSDT,binance,gate,0.073540,0.073550,0.073545,0.073400,0.073500,0.073450,0.1293,0.0000,0.1293
1777604263324,UBUSDT,binance,bitget,0.073540,0.073550,0.073545,0.073460,0.073570,0.073515,0.0408,0.0000,0.0408
1777604263325,ZBTUSDT,binance,bitget,0.187150,0.187160,0.187155,0.187140,0.187450,0.187295,-0.0747,0.0000,-0.0747
1777604263325,HYPEUSDT,binance,gate,40.297000,40.298000,40.297500,40.292000,40.296000,40.294000,0.0087,0.0000,0.0087
1777604263326,SOLUSDT,binance,gate,83.520000,83.530000,83.525000,83.520000,83.530000,83.525000,0.0000,0.0000,0.0000
1777604263326,BTCUSDT,binance,gate,76498.100000,76498.200000,76498.150000,76492.200000,76492.300000,76492.250000,0.0077,0.0000,0.0077
1777604263326,SUIUSDT,binance,bitget,0.910600,0.910700,0.910650,0.910600,0.910700,0.910650,0.0000,0.0000,0.0000
1777604263326,MEGAUSDT,binance,bitget,0.161370,0.161380,0.161375,0.161200,0.161300,0.161250,0.0775,0.0000,0.0775
1777604263326,ETHUSDT,binance,gate,2263.950000,2263.960000,2263.955000,2263.950000,2263.960000,2263.955000,0.0000,0.0000,0.0000
1777604263326,ETHUSDT,binance,bitget,2263.950000,2263.960000,2263.955000,2264.050000,2264.060000,2264.055000,-0.0044,0.0000,-0.0044
1777604263326,OPGUSDT,binance,gate,0.241300,0.241400,0.241350,0.241700,0.241800,0.241750,-0.1655,0.0000,-0.1655
1777604263326,OPGUSDT,binance,bitget,0.241300,0.241400,0.241350,0.241600,0.241800,0.241700,-0.1448,0.0000,-0.1448
1777604263326,SOONUSDT,binance,bitget,0.170000,0.170100,0.170050,0.170000,0.170100,0.170050,0.0000,0.0000,0.0000
1777604263328,LTCUSDT,binance,bitget,55.250000,55.260000,55.255000,55.240000,55.250000,55.245000,0.0181,0.0000,0.0181
1777604263328,ENSOUSDT,binance,bitget,1.084100,1.084200,1.084150,1.084500,1.084800,1.084650,-0.0461,0.0000,-0.0461
1777604263328,TRUMPUSDT,binance,gate,2.383000,2.384000,2.383500,2.382000,2.383000,2.382500,0.0420,0.0000,0.0420
1777604263329,KATUSDT,binance,bitget,0.010300,0.010310,0.010305,0.010300,0.010310,0.010305,0.0000,0.0000,0.0000
1777604263319,SOLUSDT,okx,gate,83.520000,83.530000,83.525000,83.520000,83.530000,83.525000,0.0000,0.0000,0.0000
1777604263320,OPGUSDT,okx,gate,0.242100,0.242200,0.242150,0.241700,0.241800,0.241750,0.1655,0.0000,0.1655
1777604263319,BSBUSDT,okx,gate,0.570200,0.570300,0.570250,0.569330,0.570000,0.569665,0.1027,0.0860,0.0167
1777604263225,HYPEUSDT,okx,gate,40.290000,40.300000,40.295000,40.292000,40.296000,40.294000,0.0025,0.0000,0.0025
1777604263227,ZBTUSDT,okx,gate,0.187260,0.187270,0.187265,0.187170,0.187430,0.187300,-0.0187,0.0000,-0.0187
1777604263329,CLUSDT,binance,gate,105.630000,105.640000,105.635000,105.590000,105.600000,105.595000,0.0379,0.0000,0.0379
1777604263051,CLUSDT,okx,gate,105.680000,105.690000,105.685000,105.590000,105.600000,105.595000,0.0852,0.0000,0.0852
1777604263334,WIFUSDT,okx,bitget,0.187600,0.187700,0.187650,0.187600,0.187700,0.187650,0.0000,0.0000,0.0000
1777604263334,UBUSDT,okx,gate,0.073530,0.073540,0.073535,0.073400,0.073500,0.073450,0.1157,0.1225,-0.0068
1777604263334,UBUSDT,okx,bitget,0.073530,0.073540,0.073535,0.073460,0.073570,0.073515,0.0272,0.0000,0.0272
1777604263334,MEGAUSDT,okx,bitget,0.161000,0.161100,0.161050,0.161200,0.161300,0.161250,-0.1240,0.0000,-0.1240
1777604263334,SOONUSDT,okx,bitget,0.170100,0.170200,0.170150,0.170000,0.170100,0.170050,0.0588,0.0000,0.0588
1777604263351,ZBTUSDT,okx,bitget,0.187260,0.187270,0.187265,0.187140,0.187450,0.187295,-0.0160,0.0000,-0.0160
1777604263351,KATUSDT,okx,bitget,0.010306,0.010307,0.010306,0.010300,0.010310,0.010305,0.0146,0.0000,0.0146
1777604263406,DOTUSDT,binance,gate,1.203000,1.204000,1.203500,1.203000,1.204000,1.203500,0.0000,0.0000,0.0000
1777604263406,DOTUSDT,binance,bitget,1.203000,1.204000,1.203500,1.202000,1.203000,1.202500,0.0832,0.0000,0.0832
1777604263406,ZBTUSDT,binance,gate,0.187150,0.187160,0.187155,0.187170,0.187430,0.187300,-0.0774,0.0000,-0.0774
